[warn] --hard_sparse_forward enables sparse-z-as-x mode. This is NOT pure ELSA and is known to be worse at 80%+ sparsity. Consider dropping the flag.
====================================================================================================
Windowed ELSA / ELSA-L ADMM Sparsification
====================================================================================================
Model id             : mistralai/Mistral-7B-Instruct-v0.3

  ADMM projection update...
    [1/14] model.layers.14.self_attn.q_proj: kept=2,866,750/16,777,216 sparsity=82.91% target=82.91% u_absmax=4.5592e-03 proj=fisher
    [2/14] model.layers.14.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=9.2362e-03 proj=fisher
    [3/14] model.layers.14.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.3795e-03 proj=fisher
    [4/14] model.layers.14.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=8.3690e-03 proj=fisher
    [5/14] model.layers.14.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.3695e-03 proj=fisher
    [6/14] model.layers.14.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.5908e-03 proj=fisher
    [7/14] model.layers.14.mlp.down_proj: kept=10,347,633/58,720,256 sparsity=82.38% target=82.38% u_absmax=6.8478e-03 proj=fisher
    [8/14] model.layers.15.self_attn.q_proj: kept=2,666,235/16,777,216 sparsity=84.11% target=84.11% u_absmax=5.2934e-03 proj=fisher
    [9/14] model.layers.15.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=9.8543e-03 proj=fisher
    [10/14] model.layers.15.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.3074e-03 proj=fisher
    [11/14] model.layers.15.self_attn.o_proj: kept=3,123,323/16,777,216 sparsity=81.38% target=81.38% u_absmax=5.5472e-03 proj=fisher
    [12/14] model.layers.15.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.3089e-03 proj=fisher
    [13/14] model.layers.15.mlp.up_proj: kept=15,954,189/58,720,256 sparsity=72.83% target=72.83% u_absmax=2.6775e-03 proj=fisher
    [14/14] model.layers.15.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=7.3447e-03 proj=fisher
  projection done: sparsity=77.93% mask_drift=0.695% elapsed=41s
step=007104 pass=4/4 win=8/16 local=65/128 lm=2.68805 ppl~14.70 kd=0.8606 pen=5.69104e-02 lambda=4.000e-04 lr=1.536e-05 gnorm=7.000e-01 admm_rms=8.077e-04 upd_rms=2.160e-01 time=2.54s cuda=[alloc=20.02GB reserved=45.76GB max=30.56GB]
step=007105 pass=4/4 win=8/16 local=66/128 lm=2.60864 ppl~13.58 kd=0.9043 pen=5.69075e-02 lambda=4.000e-04 lr=1.535e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.158e-01 time=3.14s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007106 pass=4/4 win=8/16 local=67/128 lm=2.52557 ppl~12.50 kd=0.8275 pen=5.69055e-02 lambda=4.000e-04 lr=1.535e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.158e-01 time=3.16s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007107 pass=4/4 win=8/16 local=68/128 lm=2.26297 ppl~9.61 kd=0.6990 pen=5.69037e-02 lambda=4.000e-04 lr=1.534e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.161e-01 time=3.17s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007108 pass=4/4 win=8/16 local=69/128 lm=3.02714 ppl~20.64 kd=0.9447 pen=5.69018e-02 lambda=4.000e-04 lr=1.533e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.150e-01 time=3.20s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007109 pass=4/4 win=8/16 local=70/128 lm=2.49244 ppl~12.09 kd=0.8620 pen=5.69003e-02 lambda=4.000e-04 lr=1.532e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.150e-01 time=3.20s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007110 pass=4/4 win=8/16 local=71/128 lm=2.75254 ppl~15.68 kd=0.8893 pen=5.68991e-02 lambda=4.000e-04 lr=1.531e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.152e-01 time=3.21s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007111 pass=4/4 win=8/16 local=72/128 lm=2.57768 ppl~13.17 kd=0.8682 pen=5.68983e-02 lambda=4.000e-04 lr=1.531e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.152e-01 time=3.19s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007112 pass=4/4 win=8/16 local=73/128 lm=2.61221 ppl~13.63 kd=0.8962 pen=5.68984e-02 lambda=4.000e-04 lr=1.530e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.152e-01 time=3.21s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007113 pass=4/4 win=8/16 local=74/128 lm=2.64137 ppl~14.03 kd=0.8221 pen=5.68989e-02 lambda=4.000e-04 lr=1.529e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.152e-01 time=3.23s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007114 pass=4/4 win=8/16 local=75/128 lm=2.51453 ppl~12.36 kd=0.8554 pen=5.68990e-02 lambda=4.000e-04 lr=1.528e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.144e-01 time=3.21s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007115 pass=4/4 win=8/16 local=76/128 lm=2.63870 ppl~13.99 kd=0.8293 pen=5.68994e-02 lambda=4.000e-04 lr=1.528e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.148e-01 time=3.22s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007116 pass=4/4 win=8/16 local=77/128 lm=2.81410 ppl~16.68 kd=0.8222 pen=5.68995e-02 lambda=4.000e-04 lr=1.527e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.148e-01 time=3.22s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007117 pass=4/4 win=8/16 local=78/128 lm=2.75357 ppl~15.70 kd=0.9313 pen=5.68997e-02 lambda=4.000e-04 lr=1.526e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.144e-01 time=3.55s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007118 pass=4/4 win=8/16 local=79/128 lm=2.61029 ppl~13.60 kd=0.8432 pen=5.69001e-02 lambda=4.000e-04 lr=1.525e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.143e-01 time=3.25s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=007119 pass=4/4 win=8/16 local=80/128 lm=2.74574 ppl~15.58 kd=0.8761 pen=5.69013e-02 lambda=4.000e-04 lr=1.525e-05 gnorm=7.000e-01 admm_rms=8.076e-04 upd_rms=2.135e-01 time=3.23s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.14.self_attn.q_proj: kept=2,866,750/16,777,216 sparsity=82.91% target=82.91% u_absmax=4.6930e-03 proj=fisher
    [2/14] model.layers.14.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=9.7121e-03 proj=fisher
    [3/14] model.layers.14.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.6009e-03 proj=fisher
    [4/14] model.layers.14.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=8.0631e-03 proj=fisher
    [5/14] model.layers.14.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.5191e-03 proj=fisher
    [6/14] model.layers.14.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.7439e-03 proj=fisher
    [7/14] model.layers.14.mlp.down_proj: kept=10,347,633/58,720,256 sparsity=82.38% target=82.38% u_absmax=7.0234e-03 proj=fisher
    [8/14] model.layers.15.self_attn.q_proj: kept=2,666,235/16,777,216 sparsity=84.11% target=84.11% u_absmax=5.4683e-03 proj=fisher
    [9/14] model.layers.15.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.0406e-02 proj=fisher
    [10/14] model.layers.15.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.5678e-03 proj=fisher
    [11/14] model.layers.15.self_attn.o_proj: kept=3,123,323/16,777,216 sparsity=81.38% target=81.38% u_absmax=5.4432e-03 proj=fisher
    [12/14] model.layers.15.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.4471e-03 proj=fisher
    [13/14] model.layers.15.mlp.up_proj: kept=15,954,189/58,720,256 sparsity=72.83% target=72.83% u_absmax=2.8229e-03 proj=fisher
    [14/14] model.layers.15.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=7.3978e-03 proj=fisher
  projection done: sparsity=77.93% mask_drift=0.614% elapsed=41s
step=007120 pass=4/4 win=8/16 local=81/128 lm=2.47968 ppl~11.94 kd=0.7740 pen=5.71346e-02 lambda=4.000e-04 lr=1.524e-05 gnorm=7.000e-01 admm_rms=8.093e-04 upd_rms=2.143e-01 time=2.52s cuda=[alloc=20.02GB reserved=40.35GB max=30.56GB]
step=007121 pass=4/4 win=8/16 local=82/128 lm=2.68219 ppl~14.62 kd=0.8768 pen=5.71323e-02 lambda=4.000e-04 lr=1.523e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.144e-01 time=2.56s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007122 pass=4/4 win=8/16 local=83/128 lm=2.83801 ppl~17.08 kd=0.8293 pen=5.71302e-02 lambda=4.000e-04 lr=1.522e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.140e-01 time=2.57s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007123 pass=4/4 win=8/16 local=84/128 lm=2.36725 ppl~10.67 kd=0.7774 pen=5.71283e-02 lambda=4.000e-04 lr=1.521e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.142e-01 time=2.58s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007124 pass=4/4 win=8/16 local=85/128 lm=2.65545 ppl~14.23 kd=0.8554 pen=5.71262e-02 lambda=4.000e-04 lr=1.521e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.136e-01 time=2.60s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007125 pass=4/4 win=8/16 local=86/128 lm=2.75205 ppl~15.67 kd=0.8793 pen=5.71243e-02 lambda=4.000e-04 lr=1.520e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.137e-01 time=2.61s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007126 pass=4/4 win=8/16 local=87/128 lm=2.68369 ppl~14.64 kd=0.9048 pen=5.71223e-02 lambda=4.000e-04 lr=1.519e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.132e-01 time=2.63s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007127 pass=4/4 win=8/16 local=88/128 lm=2.39176 ppl~10.93 kd=0.7555 pen=5.71208e-02 lambda=4.000e-04 lr=1.518e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.120e-01 time=2.62s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007128 pass=4/4 win=8/16 local=89/128 lm=2.82542 ppl~16.87 kd=0.8982 pen=5.71202e-02 lambda=4.000e-04 lr=1.518e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.110e-01 time=2.63s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007129 pass=4/4 win=8/16 local=90/128 lm=2.94928 ppl~19.09 kd=0.8993 pen=5.71201e-02 lambda=4.000e-04 lr=1.517e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.106e-01 time=2.64s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007130 pass=4/4 win=8/16 local=91/128 lm=2.70346 ppl~14.93 kd=0.9261 pen=5.71202e-02 lambda=4.000e-04 lr=1.516e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.114e-01 time=2.65s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007131 pass=4/4 win=8/16 local=92/128 lm=2.38299 ppl~10.84 kd=0.8165 pen=5.71205e-02 lambda=4.000e-04 lr=1.515e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.105e-01 time=2.64s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007132 pass=4/4 win=8/16 local=93/128 lm=2.86829 ppl~17.61 kd=0.9272 pen=5.71212e-02 lambda=4.000e-04 lr=1.515e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.097e-01 time=2.66s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007133 pass=4/4 win=8/16 local=94/128 lm=2.61498 ppl~13.67 kd=0.8509 pen=5.71221e-02 lambda=4.000e-04 lr=1.514e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.095e-01 time=2.66s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007134 pass=4/4 win=8/16 local=95/128 lm=2.89054 ppl~18.00 kd=0.9231 pen=5.71226e-02 lambda=4.000e-04 lr=1.513e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.072e-01 time=2.67s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=007135 pass=4/4 win=8/16 local=96/128 lm=2.71953 ppl~15.17 kd=0.8373 pen=5.71233e-02 lambda=4.000e-04 lr=1.512e-05 gnorm=7.000e-01 admm_rms=8.092e-04 upd_rms=2.067e-01 time=2.66s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.14.self_attn.q_proj: kept=2,866,750/16,777,216 sparsity=82.91% target=82.91% u_absmax=4.8089e-03 proj=fisher
    [2/14] model.layers.14.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.0105e-02 proj=fisher
    [3/14] model.layers.14.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.6508e-03 proj=fisher
    [4/14] model.layers.14.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=7.9809e-03 proj=fisher
    [5/14] model.layers.14.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.6351e-03 proj=fisher
    [6/14] model.layers.14.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.8575e-03 proj=fisher
    [7/14] model.layers.14.mlp.down_proj: kept=10,347,633/58,720,256 sparsity=82.38% target=82.38% u_absmax=6.9621e-03 proj=fisher
    [8/14] model.layers.15.self_attn.q_proj: kept=2,666,235/16,777,216 sparsity=84.11% target=84.11% u_absmax=5.6027e-03 proj=fisher
    [9/14] model.layers.15.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.0782e-02 proj=fisher
    [10/14] model.layers.15.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.8187e-03 proj=fisher
    [11/14] model.layers.15.self_attn.o_proj: kept=3,123,323/16,777,216 sparsity=81.38% target=81.38% u_absmax=5.4283e-03 proj=fisher
    [12/14] model.layers.15.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.5447e-03 proj=fisher
    [13/14] model.layers.15.mlp.up_proj: kept=15,954,189/58,720,256 sparsity=72.83% target=72.83% u_absmax=2.9300e-03 proj=fisher
    [14/14] model.layers.15.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=7.4558e-03 proj=fisher
  projection done: sparsity=77.93% mask_drift=0.546% elapsed=40s
step=007136 pass=4/4 win=8/16 local=97/128 lm=2.64201 ppl~14.04 kd=0.8649 pen=5.73474e-02 lambda=4.000e-04 lr=1.511e-05 gnorm=7.000e-01 admm_rms=8.108e-04 upd_rms=2.089e-01 time=2.54s cuda=[alloc=20.02GB reserved=41.46GB max=30.56GB]
step=007137 pass=4/4 win=8/16 local=98/128 lm=2.50566 ppl~12.25 kd=0.8728 pen=5.73439e-02 lambda=4.000e-04 lr=1.511e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.089e-01 time=3.02s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007138 pass=4/4 win=8/16 local=99/128 lm=2.51048 ppl~12.31 kd=0.8540 pen=5.73407e-02 lambda=4.000e-04 lr=1.510e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.088e-01 time=3.03s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007139 pass=4/4 win=8/16 local=100/128 lm=2.88013 ppl~17.82 kd=0.9991 pen=5.73382e-02 lambda=4.000e-04 lr=1.509e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.093e-01 time=3.04s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007140 pass=4/4 win=8/16 local=101/128 lm=2.64763 ppl~14.12 kd=0.9041 pen=5.73367e-02 lambda=4.000e-04 lr=1.508e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.083e-01 time=3.04s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007141 pass=4/4 win=8/16 local=102/128 lm=2.40906 ppl~11.12 kd=0.8213 pen=5.73358e-02 lambda=4.000e-04 lr=1.508e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.096e-01 time=3.06s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007142 pass=4/4 win=8/16 local=103/128 lm=2.40118 ppl~11.04 kd=0.8004 pen=5.73351e-02 lambda=4.000e-04 lr=1.507e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.086e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007143 pass=4/4 win=8/16 local=104/128 lm=2.69469 ppl~14.80 kd=0.8258 pen=5.73346e-02 lambda=4.000e-04 lr=1.506e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.084e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007144 pass=4/4 win=8/16 local=105/128 lm=2.76821 ppl~15.93 kd=0.8378 pen=5.73341e-02 lambda=4.000e-04 lr=1.505e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.088e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007145 pass=4/4 win=8/16 local=106/128 lm=2.53743 ppl~12.65 kd=0.8268 pen=5.73334e-02 lambda=4.000e-04 lr=1.505e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.054e-01 time=3.09s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007146 pass=4/4 win=8/16 local=107/128 lm=2.45062 ppl~11.60 kd=0.8222 pen=5.73330e-02 lambda=4.000e-04 lr=1.504e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.070e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007147 pass=4/4 win=8/16 local=108/128 lm=2.61629 ppl~13.68 kd=0.8215 pen=5.73318e-02 lambda=4.000e-04 lr=1.503e-05 gnorm=7.000e-01 admm_rms=8.107e-04 upd_rms=2.072e-01 time=3.10s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007148 pass=4/4 win=8/16 local=109/128 lm=2.34644 ppl~10.45 kd=0.8406 pen=5.73305e-02 lambda=4.000e-04 lr=1.502e-05 gnorm=7.000e-01 admm_rms=8.106e-04 upd_rms=2.076e-01 time=3.10s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007149 pass=4/4 win=8/16 local=110/128 lm=2.72050 ppl~15.19 kd=0.9389 pen=5.73290e-02 lambda=4.000e-04 lr=1.501e-05 gnorm=7.000e-01 admm_rms=8.106e-04 upd_rms=2.072e-01 time=3.09s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007150 pass=4/4 win=8/16 local=111/128 lm=2.29066 ppl~9.88 kd=0.7645 pen=5.73284e-02 lambda=4.000e-04 lr=1.501e-05 gnorm=7.000e-01 admm_rms=8.106e-04 upd_rms=2.081e-01 time=3.10s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]
step=007151 pass=4/4 win=8/16 local=112/128 lm=2.59131 ppl~13.35 kd=0.8472 pen=5.73283e-02 lambda=4.000e-04 lr=1.500e-05 gnorm=7.000e-01 admm_rms=8.106e-04 upd_rms=2.078e-01 time=3.11s cuda=[alloc=20.02GB reserved=46.91GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.14.self_attn.q_proj: kept=2,866,750/16,777,216 sparsity=82.91% target=82.91% u_absmax=4.9157e-03 proj=fisher
    [2/14] model.layers.14.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.0455e-02 proj=fisher
    [3/14] model.layers.14.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.9008e-03 proj=fisher
    [4/14] model.layers.14.self_attn.o_proj: kept=2,181,038/16,777,216 sparsity=87.00% target=87.00% u_absmax=7.9662e-03 proj=fisher
    [5/14] model.layers.14.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.7327e-03 proj=fisher
    [6/14] model.layers.14.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.9569e-03 proj=fisher
    [7/14] model.layers.14.mlp.down_proj: kept=10,347,633/58,720,256 sparsity=82.38% target=82.38% u_absmax=6.9436e-03 proj=fisher
    [8/14] model.layers.15.self_attn.q_proj: kept=2,666,235/16,777,216 sparsity=84.11% target=84.11% u_absmax=5.7323e-03 proj=fisher
    [9/14] model.layers.15.self_attn.k_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.1080e-02 proj=fisher
    [10/14] model.layers.15.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=6.9179e-03 proj=fisher
    [11/14] model.layers.15.self_attn.o_proj: kept=3,123,323/16,777,216 sparsity=81.38% target=81.38% u_absmax=5.4748e-03 proj=fisher
    [12/14] model.layers.15.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=2.6297e-03 proj=fisher
    [13/14] model.layers.15.mlp.up_proj: kept=15,954,189/58,720,256 sparsity=72.83% target=72.83% u_absmax=3.0401e-03 proj=fisher
    [14/14] model.layers.15.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=7.3593e-03 proj=fisher
  projection done: sparsity=77.93% mask_drift=0.495% elapsed=41s
step=007152 pass=4/4 win=8/16 local=113/128 lm=2.78503 ppl~16.20 kd=0.9016 pen=5.75022e-02 lambda=4.000e-04 lr=1.499e-05 gnorm=7.000e-01 admm_rms=8.119e-04 upd_rms=2.087e-01 time=2.54s cuda=[alloc=20.02GB reserved=42.83GB max=30.56GB]
step=007153 pass=4/4 win=8/16 local=114/128 lm=2.74167 ppl~15.51 kd=0.8848 pen=5.74991e-02 lambda=4.000e-04 lr=1.498e-05 gnorm=7.000e-01 admm_rms=8.118e-04 upd_rms=2.095e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007154 pass=4/4 win=8/16 local=115/128 lm=2.54640 ppl~12.76 kd=0.8810 pen=5.74961e-02 lambda=4.000e-04 lr=1.498e-05 gnorm=7.000e-01 admm_rms=8.118e-04 upd_rms=2.099e-01 time=3.07s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007155 pass=4/4 win=8/16 local=116/128 lm=2.53939 ppl~12.67 kd=0.8018 pen=5.74936e-02 lambda=4.000e-04 lr=1.497e-05 gnorm=7.000e-01 admm_rms=8.118e-04 upd_rms=2.100e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007156 pass=4/4 win=8/16 local=117/128 lm=2.32896 ppl~10.27 kd=0.8245 pen=5.74911e-02 lambda=4.000e-04 lr=1.496e-05 gnorm=7.000e-01 admm_rms=8.118e-04 upd_rms=2.087e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007157 pass=4/4 win=8/16 local=118/128 lm=2.67888 ppl~14.57 kd=0.8614 pen=5.74894e-02 lambda=4.000e-04 lr=1.495e-05 gnorm=7.000e-01 admm_rms=8.118e-04 upd_rms=2.088e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007158 pass=4/4 win=8/16 local=119/128 lm=2.82004 ppl~16.78 kd=0.8692 pen=5.74877e-02 lambda=4.000e-04 lr=1.495e-05 gnorm=7.000e-01 admm_rms=8.118e-04 upd_rms=2.085e-01 time=3.10s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007159 pass=4/4 win=8/16 local=120/128 lm=2.55533 ppl~12.88 kd=0.8442 pen=5.74865e-02 lambda=4.000e-04 lr=1.494e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.085e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007160 pass=4/4 win=8/16 local=121/128 lm=2.42941 ppl~11.35 kd=0.7915 pen=5.74855e-02 lambda=4.000e-04 lr=1.493e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.082e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007161 pass=4/4 win=8/16 local=122/128 lm=2.66478 ppl~14.36 kd=0.8696 pen=5.74845e-02 lambda=4.000e-04 lr=1.492e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.080e-01 time=3.10s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007162 pass=4/4 win=8/16 local=123/128 lm=2.58078 ppl~13.21 kd=0.8445 pen=5.74838e-02 lambda=4.000e-04 lr=1.491e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.083e-01 time=3.13s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007163 pass=4/4 win=8/16 local=124/128 lm=2.54731 ppl~12.77 kd=0.8359 pen=5.74831e-02 lambda=4.000e-04 lr=1.491e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.087e-01 time=3.14s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
step=007164 pass=4/4 win=8/16 local=125/128 lm=2.71499 ppl~15.10 kd=0.8664 pen=5.74827e-02 lambda=4.000e-04 lr=1.490e-05 gnorm=7.000e-01 admm_rms=8.117e-04 upd_rms=2.084e-01 time=3.11s cuda=[alloc=20.02GB reserved=46.64GB max=30.56GB]
